time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-28 00:00:00+00:00,9,6,1.0,1.0
2025-03-29 00:00:00+00:00,4,2,,
2025-03-30 00:00:00+00:00,5,2,,
2025-03-31 00:00:00+00:00,6,6,1.0,1.0
2025-04-01 00:00:00+00:00,1,1,4.0,3.0
2025-04-02 00:00:00+00:00,6,4,2.0,1.0
2025-04-03 00:00:00+00:00,4,3,1.0,1.0
2025-04-04 00:00:00+00:00,5,5,6.0,1.0
2025-04-05 00:00:00+00:00,11,7,,
2025-04-06 00:00:00+00:00,6,4,5.0,2.0
2025-04-07 00:00:00+00:00,11,7,1.0,1.0
2025-04-08 00:00:00+00:00,5,3,1.0,1.0
2025-04-09 00:00:00+00:00,3,3,,
2025-04-10 00:00:00+00:00,3,3,3.0,3.0
