time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-06 00:00:00+00:00,6,3,1.0,1.0
2025-03-07 00:00:00+00:00,1,1,1.0,1.0
2025-03-08 00:00:00+00:00,4,3,,
2025-03-09 00:00:00+00:00,1,1,,
2025-03-10 00:00:00+00:00,2,2,4.0,1.0
2025-03-11 00:00:00+00:00,5,5,,
2025-03-12 00:00:00+00:00,1,1,1.0,1.0
2025-03-13 00:00:00+00:00,3,2,,
2025-03-14 00:00:00+00:00,7,7,,
2025-03-15 00:00:00+00:00,6,3,,
2025-03-16 00:00:00+00:00,1,1,,
2025-03-17 00:00:00+00:00,5,3,,
2025-03-18 00:00:00+00:00,4,4,1.0,1.0
2025-03-19 00:00:00+00:00,2,2,,
