time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-29 00:00:00+00:00,8,4,1,1
2026-01-30 00:00:00+00:00,7,3,0,0
2026-01-31 00:00:00+00:00,14,6,0,0
2026-02-01 00:00:00+00:00,9,5,0,0
2026-02-02 00:00:00+00:00,11,7,0,0
2026-02-03 00:00:00+00:00,7,3,0,0
2026-02-04 00:00:00+00:00,7,3,5,3
2026-02-05 00:00:00+00:00,21,9,1,1
2026-02-06 00:00:00+00:00,22,10,1,1
2026-02-07 00:00:00+00:00,7,3,0,0
2026-02-08 00:00:00+00:00,16,8,0,0
2026-02-09 00:00:00+00:00,9,5,0,0
2026-02-10 00:00:00+00:00,5,5,0,0
2026-02-11 00:00:00+00:00,8,4,3,1
