time_iso8601,clones_total,clones_unique,views_total,views_unique
2023-06-25 00:00:00+00:00,5,4,3.0,3.0
2023-06-26 00:00:00+00:00,107,7,5.0,3.0
2023-06-27 00:00:00+00:00,67,5,18.0,11.0
2023-06-28 00:00:00+00:00,117,5,15.0,8.0
2023-06-29 00:00:00+00:00,124,6,22.0,7.0
2023-06-30 00:00:00+00:00,124,8,25.0,7.0
2023-07-01 00:00:00+00:00,10,5,1.0,1.0
2023-07-02 00:00:00+00:00,11,5,2.0,1.0
2023-07-03 00:00:00+00:00,321,8,35.0,4.0
2023-07-04 00:00:00+00:00,332,6,13.0,7.0
2023-07-05 00:00:00+00:00,243,5,20.0,2.0
2023-07-06 00:00:00+00:00,198,6,20.0,5.0
2023-07-07 00:00:00+00:00,189,6,15.0,2.0
2023-07-08 00:00:00+00:00,7,1,,
