time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-05-20 00:00:00+00:00,5,2,1.0,1.0
2024-05-21 00:00:00+00:00,1,1,,
2024-05-22 00:00:00+00:00,1,1,2.0,2.0
2024-05-23 00:00:00+00:00,1,1,25.0,3.0
2024-05-24 00:00:00+00:00,5,2,6.0,6.0
2024-05-25 00:00:00+00:00,1,1,3.0,1.0
2024-05-26 00:00:00+00:00,4,2,,
2024-05-27 00:00:00+00:00,5,2,,
2024-05-28 00:00:00+00:00,5,2,12.0,3.0
2024-05-29 00:00:00+00:00,6,2,,
2024-05-30 00:00:00+00:00,2,2,1.0,1.0
2024-05-31 00:00:00+00:00,4,2,2.0,1.0
2024-06-01 00:00:00+00:00,1,1,3.0,2.0
