time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-04-22 00:00:00+00:00,2,2,3.0,3.0
2024-04-23 00:00:00+00:00,1,1,9.0,4.0
2024-04-24 00:00:00+00:00,1,1,2.0,2.0
2024-04-25 00:00:00+00:00,5,2,,
2024-04-26 00:00:00+00:00,6,3,2.0,2.0
2024-04-27 00:00:00+00:00,2,2,21.0,1.0
2024-04-28 00:00:00+00:00,1,1,,
2024-04-29 00:00:00+00:00,2,2,3.0,3.0
2024-04-30 00:00:00+00:00,1,1,20.0,2.0
2024-05-01 00:00:00+00:00,7,4,,
2024-05-02 00:00:00+00:00,5,2,5.0,1.0
2024-05-03 00:00:00+00:00,1,1,4.0,2.0
2024-05-04 00:00:00+00:00,1,1,,
2024-05-05 00:00:00+00:00,4,1,1.0,1.0
